StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,connect_id,valence_4,sociality_4,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,participantId,condition,prompt
2024-07-14 13:34:13,2024-07-14 13:35:12,0,100,59,1,2024-07-14 13:35:13,R_1EDDfbT4ZpxUbwR,anonymous,EN,1,1,2,2,772B819E5D80443CAEB047E1A7A45699,62,77,5,44,2,,3,,4,,772B819E5D80443CAEB047E1A7A45699,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:33:21,2024-07-14 13:35:22,0,100,121,1,2024-07-14 13:35:23,R_1jP4qbEpJ35QZuc,anonymous,EN,1,1,2,2,CC8A3B96EDDB4C72B29AFC0140F63EC6,100,100,5,33,2,,1,,4,,CC8A3B96EDDB4C72B29AFC0140F63EC6,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:01,2024-07-14 13:35:25,0,100,83,1,2024-07-14 13:35:25,R_3LM2ValVsUyHUFl,anonymous,EN,1,1,2,2,E9DC7675923B4549A624CB0CA68797BA,99,80,5,41,2,,3,,2,,E9DC7675923B4549A624CB0CA68797BA,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:33:52,2024-07-14 13:35:26,0,100,93,1,2024-07-14 13:35:26,R_5ot2UBjUESfy56N,anonymous,EN,1,1,2,2,855A05A43B1244C7868A368FE017CF85,100,100,5,31,1,,"3,6",0.5% North Amerindian,3,,855A05A43B1244C7868A368FE017CF85,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:23,2024-07-14 13:35:27,0,100,64,1,2024-07-14 13:35:27,R_6RjQVTeicFhPTCF,anonymous,EN,1,1,3,2,0C8DAAF0BDE74D6482EC557F33586F18,,,,,,,,,,,0C8DAAF0BDE74D6482EC557F33586F18,,
2024-07-14 13:33:33,2024-07-14 13:35:28,0,100,114,1,2024-07-14 13:35:28,R_7vddWhBsxog6I4x,anonymous,EN,1,1,2,2,6284644176CC4E8F983D2A6B7B39B89A,91,84,2,31,2,,3,,4,,6284644176CC4E8F983D2A6B7B39B89A,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:33:34,2024-07-14 13:35:28,0,100,114,1,2024-07-14 13:35:28,R_1LMZuOWeaHFzf3p,anonymous,EN,1,1,2,2,F195FB9A6E66495FBF1789FA639871B7,73,57,5,40,2,,3,,4,,F195FB9A6E66495FBF1789FA639871B7,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:37,2024-07-14 13:35:29,0,100,52,1,2024-07-14 13:35:30,R_6rMOxGRPiwCUWkN,anonymous,EN,1,1,2,2,BEF221BD24F3446AA29C0534100AF251,100,100,5,32,1,,3,,5,,BEF221BD24F3446AA29C0534100AF251,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:27,2024-07-14 13:35:45,0,100,78,1,2024-07-14 13:35:45,R_60iVsJbxcsAlM0S,anonymous,EN,1,1,2,2,143241FEEBDA47E68363B42D2A859429,55,100,2,45,2,,3,,7,,143241FEEBDA47E68363B42D2A859429,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:03,2024-07-14 13:35:50,0,100,46,1,2024-07-14 13:35:50,R_7jIgq1HdMZPqV5b,anonymous,EN,1,1,2,2,4068D798CA4F443EBDA0836A346C7FAA,99,99,2,45,2,,3,,4,,4068D798CA4F443EBDA0836A346C7FAA,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:32:58,2024-07-14 13:35:53,0,100,174,1,2024-07-14 13:35:54,R_5lGxADAIQiiF2Rr,anonymous,EN,1,1,2,2,80EB5E484FF14223B3BED5DD92D8C726,100,100,5,25,1,,3,,4,,80EB5E484FF14223B3BED5DD92D8C726,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:21,2024-07-14 13:35:55,0,100,93,1,2024-07-14 13:35:55,R_6mOVtwh88vrrdNp,anonymous,EN,1,1,2,2,5B686D7191734869B0BA7ABFB1CCC796,95,91,5,33,2,,1,,5,,5B686D7191734869B0BA7ABFB1CCC796,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:35:02,2024-07-14 13:35:57,0,100,55,1,2024-07-14 13:35:58,R_1oZtI5JzUeK1wii,anonymous,EN,1,1,2,2,5556B69CF17E47E5B2A64659E43400D2,94,95,2,32,2,,5,,4,,5556B69CF17E47E5B2A64659E43400D2,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:34:40,2024-07-14 13:36:02,0,100,82,1,2024-07-14 13:36:03,R_15LS6ZL8Rp6bPCk,anonymous,EN,1,1,2,2,65F9D4592C174BD39829942508A82DDA,90,95,5,36,1,,3,,3,,65F9D4592C174BD39829942508A82DDA,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:45,2024-07-14 13:36:09,0,100,84,1,2024-07-14 13:36:10,R_3VACiI07KnbdZOp,anonymous,EN,1,1,2,2,40E2E3207D074BD4925C06CB04FF637F,49,100,2,38,2,,"1,2",,2,,40E2E3207D074BD4925C06CB04FF637F,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:33:15,2024-07-14 13:36:11,0,100,176,1,2024-07-14 13:36:12,R_7AhTQKypmwTnhYd,anonymous,EN,1,1,2,2,940569137767425CA4F68853B344410B,100,100,5,44,1,,2,,4,,940569137767425CA4F68853B344410B,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:35:32,2024-07-14 13:36:16,0,100,44,1,2024-07-14 13:36:16,R_3lmJeyXWGrmZSUz,anonymous,EN,1,1,2,2,26F6406DC3DA4E1EBDF75D89296BF01D,64,69,2,31,2,,3,,1,,26F6406DC3DA4E1EBDF75D89296BF01D,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:19,2024-07-14 13:36:18,0,100,58,1,2024-07-14 13:36:19,R_6j1BhwbPnj3RiES,anonymous,EN,1,1,2,2,3E32D8CAC622481EB523C2959705CF98,100,100,5,50,2,,3,,3,,3E32D8CAC622481EB523C2959705CF98,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:16,2024-07-14 13:36:24,0,100,128,1,2024-07-14 13:36:25,R_3oZ3nYBUW10vtAI,anonymous,EN,1,1,2,2,E66CA121AC66450B8B65C678FDE9E2C5,68,58,2,25,1,,1,,4,,E66CA121AC66450B8B65C678FDE9E2C5,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:45,2024-07-14 13:36:26,0,100,40,1,2024-07-14 13:36:26,R_6dhwfVKo74n94yZ,anonymous,EN,1,1,2,2,BCE75BF14AD0480292A141E0CC50A717,100,100,5,51,2,,3,,4,,BCE75BF14AD0480292A141E0CC50A717,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:35:11,2024-07-14 13:36:29,0,100,77,1,2024-07-14 13:36:29,R_6iEKXQfqHfhySR3,anonymous,EN,1,1,2,2,A055219D52444F70ACDE2167B824AA8C,51,63,2,33,1,,3,,1,,A055219D52444F70ACDE2167B824AA8C,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:34:58,2024-07-14 13:36:37,0,100,98,1,2024-07-14 13:36:37,R_3L1eyFdgLMQXdG9,anonymous,EN,1,1,2,2,DF2740FCC53940D18DE20CB278511034,70,50,5,38,2,,1,,5,,DF2740FCC53940D18DE20CB278511034,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:34:38,2024-07-14 13:36:41,0,100,122,1,2024-07-14 13:36:41,R_5HPDzsMzk3JXwJj,anonymous,EN,1,1,2,2,8FE139B363BD4B95A3055FA05868B2AC,100,100,2,44,2,,1,,4,,8FE139B363BD4B95A3055FA05868B2AC,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:38,2024-07-14 13:36:46,0,100,68,1,2024-07-14 13:36:47,R_6pvCgQDmqRIFKDf,anonymous,EN,1,1,2,2,BFB94E8B740B4BCDBE583B0288BE1737,50,91,5,34,1,,3,,4,,BFB94E8B740B4BCDBE583B0288BE1737,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:33:32,2024-07-14 13:36:54,0,100,202,1,2024-07-14 13:36:55,R_6QX1MwkuTMNuXrn,anonymous,EN,1,1,2,2,158332D648084E428D74C5534FD0C482,79,83,5,40,1,,3,,7,,158332D648084E428D74C5534FD0C482,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:35:55,2024-07-14 13:36:55,0,100,59,1,2024-07-14 13:36:55,R_6sW3tjNBaGPgyU9,anonymous,EN,1,1,2,2,BDA2E926245B4436BFB7A61B24F9C03D,75,93,2,49,2,,3,,3,,BDA2E926245B4436BFB7A61B24F9C03D,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:01,2024-07-14 13:36:58,0,100,116,1,2024-07-14 13:36:58,R_6lyk7aUZotlvMop,anonymous,EN,1,1,2,2,1189B8FB342744EDA833A3F353E5D098,83,85,5,26,1,,2,,4,,1189B8FB342744EDA833A3F353E5D098,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:35:08,2024-07-14 13:37:00,0,100,111,1,2024-07-14 13:37:00,R_6j0AfTrFsQ8AREd,anonymous,EN,1,1,2,2,019BEBF895104C099A4EE9072824FB61,64,80,5,44,2,,1,,4,,019BEBF895104C099A4EE9072824FB61,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:36:16,2024-07-14 13:37:00,0,100,43,1,2024-07-14 13:37:01,R_7mkI1sSbPIa17BA,anonymous,EN,1,1,2,2,AFB197E2250B4F599FA3DC03A341619A,50,82,5,18,2,,"1,3",,3,,AFB197E2250B4F599FA3DC03A341619A,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:36:08,2024-07-14 13:37:12,0,100,63,1,2024-07-14 13:37:12,R_7psNi86C7t8I3nZ,anonymous,EN,1,1,2,2,0D2A2231EC8249BAA92F6094E067AC71,75,80,5,27,1,,3,,1,,0D2A2231EC8249BAA92F6094E067AC71,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:33:11,2024-07-14 13:37:13,0,100,242,1,2024-07-14 13:37:14,R_6KBGmybGOOrOaba,anonymous,EN,1,1,2,2,AE71745918C346628974F087E835D2CC,60,72,2,28,1,,4,,1,,AE71745918C346628974F087E835D2CC,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:33:40,2024-07-14 13:37:15,0,100,215,1,2024-07-14 13:37:16,R_3DnWrKXvyNbfRQY,anonymous,EN,1,1,2,2,016AA1FEE25B4A1591AC6210C1714A5F,71,87,2,46,2,,3,,3,,016AA1FEE25B4A1591AC6210C1714A5F,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:36:03,2024-07-14 13:37:18,0,100,75,1,2024-07-14 13:37:19,R_3RlXZ9UhXLGkTGF,anonymous,EN,1,1,2,2,FC1C15B92A4F418C988E95C6A15B9B69,67,61,2,53,2,,3,,5,,FC1C15B92A4F418C988E95C6A15B9B69,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:27,2024-07-14 13:37:20,0,100,113,1,2024-07-14 13:37:21,R_3SGiY0nlgbUDi8V,anonymous,EN,1,1,2,2,9A7FAC95DC7C4B0194214E4E9BC53F90,50,90,5,47,2,,3,,4,,9A7FAC95DC7C4B0194214E4E9BC53F90,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:36:24,2024-07-14 13:37:29,0,100,65,1,2024-07-14 13:37:30,R_7og8zaVLEuSCjuh,anonymous,EN,1,1,2,2,341D9281C365414A9AFA444183079FC6,85,90,5,18,1,,3,,3,,341D9281C365414A9AFA444183079FC6,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:36:43,2024-07-14 13:37:36,0,100,53,1,2024-07-14 13:37:37,R_5pWOaEDVSNKbrLu,anonymous,EN,1,1,2,2,3D3389D78763418C84595AE9C4CBE9B7,96,88,5,30,1,,3,,4,,3D3389D78763418C84595AE9C4CBE9B7,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:35:53,2024-07-14 13:37:40,0,100,106,1,2024-07-14 13:37:40,R_3ZDr2gC2UQyMm6u,anonymous,EN,1,1,2,2,B1D35171EB9140CCAA5A6097771C9EB8,100,70,2,21,2,,2,,3,,B1D35171EB9140CCAA5A6097771C9EB8,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:36:49,2024-07-14 13:37:48,0,100,58,1,2024-07-14 13:37:48,R_53vD4z1b0twWnTr,anonymous,EN,1,1,2,2,672F4DCD594B4E6E93C1B8F01099B197,70,90,2,33,1,,"3,4",,3,,672F4DCD594B4E6E93C1B8F01099B197,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:37:19,2024-07-14 13:37:55,0,100,36,1,2024-07-14 13:37:56,R_7zqF8uRb7As4QyP,anonymous,EN,1,1,2,1,713BCDDC35CF45B89D17A7D44BF71BC6,,,,,,,,,,,713BCDDC35CF45B89D17A7D44BF71BC6,,
2024-07-14 13:34:05,2024-07-14 13:38:08,0,100,242,1,2024-07-14 13:38:08,R_1VD42XDF2PAWH7z,anonymous,EN,1,1,2,2,59DFFDE000CD4291AFA865AE12B3FAE8,100,100,2,26,2,,"1,3,4,5",,4,,59DFFDE000CD4291AFA865AE12B3FAE8,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:43,2024-07-14 13:38:14,0,100,150,1,2024-07-14 13:38:14,R_6oVKsZp7DgGoykh,anonymous,EN,1,1,2,2,FDADC2B0973042BF9AD03955F11E5C88,100,83,2,30,1,,1,,4,,FDADC2B0973042BF9AD03955F11E5C88,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:35:21,2024-07-14 13:38:18,0,100,177,1,2024-07-14 13:38:19,R_6MumsHGE6CfXTib,anonymous,EN,1,1,2,2,848FECAC29AD48D8B24DC54E8EAF0C57,81,93,2,24,1,,3,,4,,848FECAC29AD48D8B24DC54E8EAF0C57,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:36:51,2024-07-14 13:38:30,0,100,99,1,2024-07-14 13:38:31,R_5tzFSQp4CRxA0g8,anonymous,EN,1,1,2,2,F22648A56D1D44368B747E218A06A882,100,95,2,57,2,,3,,3,,F22648A56D1D44368B747E218A06A882,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:36:36,2024-07-14 13:38:41,0,100,124,1,2024-07-14 13:38:41,R_6RsFOx0UR5b9m0N,anonymous,EN,1,1,2,2,994D1CEA852B4DAABCCEFB20DA3899EF,82,81,2,30,2,,3,,5,,994D1CEA852B4DAABCCEFB20DA3899EF,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:37:52,2024-07-14 13:38:44,0,100,52,1,2024-07-14 13:38:44,R_5qVTty3Kgruzfkl,anonymous,EN,0.800000011920929,1,2,2,DBA22031168E408F91E6BEC6E77E8905,100,95,2,52,2,,3,,4,,DBA22031168E408F91E6BEC6E77E8905,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:38:04,2024-07-14 13:38:53,0,100,49,1,2024-07-14 13:38:54,R_1qxNGJamECGdd7P,anonymous,EN,1,1,2,2,0ADEF486D5244E60A46443125E062948,91,87,2,45,1,,3,,3,,0ADEF486D5244E60A46443125E062948,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:37:37,2024-07-14 13:39:12,0,100,94,1,2024-07-14 13:39:13,R_78Y8hesrPZH2R4v,anonymous,EN,1,1,2,2,97AF1209B5ED48D397E8665DB3998A7D,77,92,5,24,2,,3,,5,,97AF1209B5ED48D397E8665DB3998A7D,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:38:14,2024-07-14 13:39:15,0,100,61,1,2024-07-14 13:39:15,R_5B5pYCW78AM3YIv,anonymous,EN,1,1,2,2,E74DE0C0CA8E4137B68B73C556466ADD,92,96,2,25,2,,"3,4",,3,,E74DE0C0CA8E4137B68B73C556466ADD,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:38:25,2024-07-14 13:39:26,0,100,61,1,2024-07-14 13:39:26,R_1LgHEYxn1BFyuD7,anonymous,EN,1,1,2,2,F4DC27B22D5D469AA059CB7D953EE762,82,85,5,48,2,,3,,4,,F4DC27B22D5D469AA059CB7D953EE762,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:38:05,2024-07-14 13:39:32,0,100,86,1,2024-07-14 13:39:32,R_7JbkOqAy4apc1U2,anonymous,EN,1,1,2,2,0C1A19C5DE684082B681CE0A87754925,77,71,2,29,3,,3,,3,,0C1A19C5DE684082B681CE0A87754925,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:37:33,2024-07-14 13:39:45,0,100,131,1,2024-07-14 13:39:45,R_19KEsKEPWPtuwr7,anonymous,EN,1,1,2,2,2B50AF84B20F4C72A2BEC62B8BBAECC5,100,100,5,64,1,,3,,4,,2B50AF84B20F4C72A2BEC62B8BBAECC5,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:38:51,2024-07-14 13:39:46,0,100,54,1,2024-07-14 13:39:46,R_59yXNztrQY9V7I5,anonymous,EN,1,1,2,2,03279B62A265438C87E2EE15DBC143B5,97,100,5,24,2,,2,,4,,03279B62A265438C87E2EE15DBC143B5,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:37:45,2024-07-14 13:39:48,0,100,122,1,2024-07-14 13:39:49,R_5dpdcy0R7D0xmAm,anonymous,EN,1,1,2,2,4C2EAA9C773C4DC6B67EF36AE75AC1BA,80,70,2,36,1,,3,,4,,4C2EAA9C773C4DC6B67EF36AE75AC1BA,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:38:18,2024-07-14 13:39:53,0,100,95,1,2024-07-14 13:39:53,R_5Kod0AY8H7US4bD,anonymous,EN,1,1,2,2,06B98C806AF94461941A63BA4DFCDF03,100,100,5,63,2,,3,,5,,06B98C806AF94461941A63BA4DFCDF03,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:39:01,2024-07-14 13:40:01,0,100,60,1,2024-07-14 13:40:02,R_34YDQajZ78wWCY1,anonymous,EN,1,1,2,2,BD24C660FA484A599D190651011B27B4,50,80,2,22,2,,3,,1,,BD24C660FA484A599D190651011B27B4,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:39:39,2024-07-14 13:40:13,0,100,33,1,2024-07-14 13:40:14,R_5l0lh2syZOwv78n,anonymous,EN,1,1,2,1,E2CF27DBECF746759C511B01AADBD960,,,,,,,,,,,E2CF27DBECF746759C511B01AADBD960,,
2024-07-14 13:39:23,2024-07-14 13:40:16,0,100,53,1,2024-07-14 13:40:17,R_6Pc1dnxvMZjpFgK,anonymous,EN,1,1,2,2,B507C128F05B4E2CAADD91999D0D39B5,98,100,5,20,2,,3,,3,,B507C128F05B4E2CAADD91999D0D39B5,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:38:58,2024-07-14 13:40:31,0,100,93,1,2024-07-14 13:40:32,R_5DoTPM35mFB9c7n,anonymous,EN,1,1,2,2,7D82351BA4E04F4B8D6942916A6476CE,100,90,2,42,1,,3,,3,,7D82351BA4E04F4B8D6942916A6476CE,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:39:36,2024-07-14 13:40:37,0,100,61,1,2024-07-14 13:40:38,R_6Sr98V9W7FeTSD9,anonymous,EN,1,1,2,2,C7F1B1B65A4F448899F58D9B523E69A0,60,64,2,35,2,,3,,1,,C7F1B1B65A4F448899F58D9B523E69A0,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:36:10,2024-07-14 13:40:42,0,100,271,1,2024-07-14 13:40:43,R_5YtzJDGfNBbvP7X,anonymous,EN,1,1,2,2,A55708843E57400CAA3830380AD6CF5A,100,100,5,31,2,,3,,3,,A55708843E57400CAA3830380AD6CF5A,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:40:06,2024-07-14 13:40:46,0,100,40,1,2024-07-14 13:40:47,R_5HvIe1KiDr5xabn,anonymous,EN,1,1,2,2,A41B75FBF8074B87879D9F8D64999FDE,100,100,2,34,2,,3,,4,,A41B75FBF8074B87879D9F8D64999FDE,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:39:28,2024-07-14 13:40:56,0,100,87,1,2024-07-14 13:40:57,R_6qxC8D1nZdiNVFB,anonymous,EN,1,1,2,2,574DFE419C3144DDBC8A0E9EC69DAFDC,90,100,2,49,2,,3,,4,,574DFE419C3144DDBC8A0E9EC69DAFDC,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:39:25,2024-07-14 13:41:04,0,100,98,1,2024-07-14 13:41:04,R_64A9BZWoENjfZi9,anonymous,EN,1,1,2,2,A58E9C9853F24C708F64464C83EDF37C,90,100,5,37,2,,1,,2,,A58E9C9853F24C708F64464C83EDF37C,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:40:04,2024-07-14 13:41:21,0,100,76,1,2024-07-14 13:41:21,R_52KiGQnhqxgZ6UV,anonymous,EN,1,1,2,2,1EE830CA5959473ABBD9F27AB4789B0F,100,100,2,28,2,,3,,2,,1EE830CA5959473ABBD9F27AB4789B0F,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:40:53,2024-07-14 13:41:25,0,100,32,1,2024-07-14 13:41:26,R_61dzUp7Kgu0IjL0,anonymous,EN,1,1,2,2,0B0309E007B449CFB1D055FD501DE254,100,100,2,31,1,,4,,4,,0B0309E007B449CFB1D055FD501DE254,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:40:55,2024-07-14 13:41:36,0,100,41,1,2024-07-14 13:41:36,R_3tgqLSDzrrKZYL1,anonymous,EN,1,1,2,2,91636D2541D24A5D938F047E06CC0661,39,59,2,41,1,,3,,4,,91636D2541D24A5D938F047E06CC0661,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:40:08,2024-07-14 13:41:36,0,100,87,1,2024-07-14 13:41:36,R_7hAcRGWWKfLtcD2,anonymous,EN,1,1,2,2,63DBA2A796A24A1AAB1D06447E3F967A,84,81,5,33,1,,3,,3,,63DBA2A796A24A1AAB1D06447E3F967A,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:38:47,2024-07-14 13:41:43,0,100,176,1,2024-07-14 13:41:44,R_5LArMXAH1WzpGjy,anonymous,EN,0.8999999761581421,1,2,2,4DE50E192E9B41C2815F3189410F3C88,64,64,2,26,1,,3,,5,,4DE50E192E9B41C2815F3189410F3C88,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:41:13,2024-07-14 13:41:46,0,100,32,1,2024-07-14 13:41:46,R_16DWHBErQxLSxPj,anonymous,EN,1,1,2,2,68B562F235304806B30C73C176B2399B,84,93,5,21,1,,3,,3,,68B562F235304806B30C73C176B2399B,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:40:43,2024-07-14 13:41:58,0,100,75,1,2024-07-14 13:41:59,R_1ZDA05jOFzhxjqh,anonymous,EN,1,1,2,2,98A3EE780A0A486D9D2F00FC163E2CD6,78,80,5,30,2,,3,,6,,98A3EE780A0A486D9D2F00FC163E2CD6,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:41:38,2024-07-14 13:42:00,0,100,21,1,2024-07-14 13:42:00,R_1fxoHz3nEbwWkcU,anonymous,EN,1,1,2,1,BF0200F888974AEE875F5F8E80CA5A09,,,,,,,,,,,BF0200F888974AEE875F5F8E80CA5A09,,
2024-07-14 13:40:34,2024-07-14 13:42:05,0,100,90,1,2024-07-14 13:42:05,R_6F9xaly3bmGpGDJ,anonymous,EN,1,1,2,2,2E17D49351A9415BBD7C0F67AC1671C6,78,20,2,56,1,,3,,4,,2E17D49351A9415BBD7C0F67AC1671C6,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:37:36,2024-07-14 13:42:09,0,100,272,1,2024-07-14 13:42:09,R_5QKuxXZrcVuPdbx,anonymous,EN,1,1,2,2,864F4853729744E0917DE47F7B9C1C25,83,93,5,40,1,,3,,4,,864F4853729744E0917DE47F7B9C1C25,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:40:24,2024-07-14 13:42:10,0,100,106,1,2024-07-14 13:42:11,R_1LYoLhRtRWGTrkc,anonymous,EN,1,1,2,2,ECE1EF41493E4B2E9A7A17EEDFEFA62B,92,91,5,20,2,,3,,3,,ECE1EF41493E4B2E9A7A17EEDFEFA62B,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:38:53,2024-07-14 13:42:23,0,100,210,1,2024-07-14 13:42:24,R_7EidjOqBkd0ngcB,anonymous,EN,1,1,2,2,47D5CD3C58394F1B8443C5694F6EC07F,50,71,2,42,1,,1,,4,,47D5CD3C58394F1B8443C5694F6EC07F,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:41:22,2024-07-14 13:42:27,0,100,65,1,2024-07-14 13:42:28,R_53E9u0fw8GKsLup,anonymous,EN,1,1,2,2,56E7C4A32C714B68ABD95219398849A7,82,100,5,19,1,,2,,3,,56E7C4A32C714B68ABD95219398849A7,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
